09-Jun-2016,,,,,,,,,,,,,,,
iShares MSCI EAFE ETF,,,,,,,,,,,,,,,
Inception Date,14-Aug-01,,,,,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,,,,,
Total Net Assets,"$59,871,583,845",,,,,,,,,,,,,,
Number of Securities,960,,,,,,,,,,,,,,
Shares Outstanding,"1,016,400,000",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"7,779.00",CYBERDYNE INC,Equity,0.01,23.95,"338,800.00","8,114,779.51","8,114,779.51",Health Care,BK0S445,JP3311530004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,180.00",KYUSHU FINANCIAL GROUP INC,Equity,0.01,5.06,"1,599,000.00","8,095,251.96","8,095,251.96",Financials,BYZ5XN1,JP3246500007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,305.00",HITACHI CONSTRUCTION MACHINERY LTD,Equity,0.01,15.61,"508,200.00","7,933,390.32","7,933,390.32",Industrials,"6,429,405.00",JP3787000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,385.00",IYO BANK LTD,Equity,0.01,6.56,"1,185,800.00","7,774,276.99","7,774,276.99",Financials,"6,468,282.00",JP3149600003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MZTF,MIZRAHI TEFAHOT BANK LTD.,Equity,0.01,11.58,"670,092.00","7,761,649.73","7,761,649.73",Financials,"6,916,703.00",IL0006954379,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
"4,088.00",AIR WATER INC,Equity,0.01,15.77,"491,000.00","7,743,286.53","7,743,286.53",Materials,"6,441,465.00",JP3160670000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
69.00,SHANGRI LA ASIA LTD,Equity,0.01,1.13,"6,840,666.00","7,730,562.12","7,730,562.12",Consumer Discretionary,"6,771,032.00",BMG8063F1068,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"8,359.00",HACHIJUNI BANK LTD,Equity,0.01,4.53,"1,694,000.00","7,669,262.20","7,669,262.20",Financials,"6,400,626.00",JP3769000005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
683.00,KERRY PROPERTIES LTD,Equity,0.01,2.50,"3,026,500.00","7,565,811.26","7,565,811.26",Financials,"6,486,314.00",BMG524401079,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
CC3,STARHUB LTD,Equity,0.01,2.69,"2,809,200.00","7,544,963.93","7,544,963.93",Telecommunications,B1CNDB5,SG1V12936232,Singapore Exchange,Singapore,USD,SGD,1.35
"9,783.00",BENESSE HOLDINGS INC,Equity,0.01,23.28,"322,800.00","7,516,284.22","7,516,284.22",Consumer Discretionary,"6,121,927.00",JP3835620000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RBI,RAIFFEISEN BANK INTERNATIONAL AG,Equity,0.01,13.04,"575,424.00","7,501,026.15","7,501,026.15",Financials,B0704T9,AT0000606306,Wiener Boerse Ag,Austria,USD,EUR,0.88
ATCB,ALTICE CLASS B NV,Equity,0.01,17.24,"431,173.00","7,434,747.84","7,434,747.84",Consumer Discretionary,BYT3405,NL0011333760,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
MRP,MIGHTY RIVER POWER LTD,Equity,0.01,2.15,"3,378,405.00","7,272,726.23","7,272,726.23",Utilities,B8W6K56,NZMRPE0001S2,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
142.00,FIRST PACIFIC LTD,Equity,0.01,0.68,"10,670,250.00","7,245,999.59","7,245,999.59",Financials,"6,339,872.00",BMG348041077,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"2,670.00",ABC MART INC,Equity,0.01,63.78,"113,600.00","7,245,047.67","7,245,047.67",Consumer Discretionary,"6,292,102.00",JP3152740001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,905.00",AEON MALL LTD,Equity,0.01,13.69,"525,210.00","7,187,629.46","7,187,629.46",Financials,"6,534,202.00",JP3131430005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,991.00",NHK SPRING LTD,Equity,0.01,8.44,"847,000.00","7,152,143.90","7,152,143.90",Consumer Discretionary,"6,619,648.00",JP3742600004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,379.00",HIROSHIMA BANK LTD,Equity,0.01,3.60,"1,822,000.00","6,554,510.87","6,554,510.87",Financials,"6,075,723.00",JP3797000001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,301.00",MITSUBISHI LOGISTICS CORP,Equity,0.01,13.72,"477,000.00","6,545,785.00","6,545,785.00",Industrials,"6,596,848.00",JP3902000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
OCI,OCI NV,Equity,0.01,14.59,"440,385.00","6,424,003.45","6,424,003.45",Materials,BD4TZK8,NL0010558797,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"9,706.00",JAPAN AIRPORT TERMINAL LTD,Equity,0.01,35.13,"182,700.00","6,418,052.88","6,418,052.88",Industrials,"6,472,175.00",JP3699400002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
FLT,FLIGHT CENTRE TRAVEL GROUP LTD,Equity,0.01,23.77,"269,511.00","6,406,343.85","6,406,343.85",Consumer Discretionary,"6,352,147.00",AU000000FLT9,Asx - All Markets,Australia,USD,AUD,1.34
"4,091.00",TAIYO NIPPON SANSO CORP,Equity,0.01,9.08,"700,400.00","6,361,591.13","6,361,591.13",Materials,"6,640,541.00",JP3711600001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,282.00",MGM CHINA HOLDINGS LTD,Equity,0.01,1.39,"4,552,800.00","6,324,270.37","6,324,270.37",Consumer Discretionary,B4P8HQ1,KYG607441022,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"3,765.00",GUNGHO ONLINE ENTERTAINMENT INC,Equity,0.01,2.86,"2,147,200.00","6,131,111.63","6,131,111.63",Information Technology,B064D84,JP3235900002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BS6,YANGZIJIANG SHIPBUILDING HOLDINGS,Equity,0.01,0.67,"9,093,500.00","6,122,662.87","6,122,662.87",Industrials,B1VT035,SG1U76934819,Singapore Exchange,Singapore,USD,SGD,1.35
QAN,QANTAS AIRWAYS LTD,Equity,0.01,2.24,"2,673,838.00","5,985,887.71","5,985,887.71",Industrials,"6,710,347.00",AU000000QAN2,Asx - All Markets,Australia,USD,AUD,1.34
"5,463.00",MARUICHI STEEL TUBE LTD,Equity,0.01,35.18,"169,400.00","5,958,793.97","5,958,793.97",Materials,"6,569,505.00",JP3871200006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
UBFUT,CASH COLLATERAL JPY UBFUT,Cash Collateral and Margins,0.01,0.94,"628,599,000.00","5,904,278.40","5,904,278.40",Cash and/or Derivatives,--,--,--,Japan,USD,JPY,106.47
880.00,SJM HLDGS LTD,Equity,0.01,0.62,"9,321,000.00","5,801,265.39","5,801,265.39",Consumer Discretionary,B2NR3Y6,HK0880043028,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
PTM,PLATINUM ASSET MANAGEMENT LTD,Equity,0.01,4.78,"1,150,930.00","5,504,106.93","5,504,106.93",Financials,B1XK7G8,AU000000PTM6,Asx - All Markets,Australia,USD,AUD,1.34
SGD,SGD CASH,Cash,0.01,73.99,"7,100,593.00","5,253,666.36","5,253,666.36",Cash and/or Derivatives,--,--,--,Singapore,USD,SGD,1.35
"7,282.00",TOYODA GOSEI LTD,Equity,0.01,18.70,"278,500.00","5,208,223.36","5,208,223.36",Consumer Discretionary,"6,900,557.00",JP3634200004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,933.00",NTT URBAN DEVELOPMENT CORP,Equity,0.01,10.22,"508,200.00","5,193,458.88","5,193,458.88",Financials,B031SG1,JP3165690003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
S51,SEMBCORP MARINE LTD,Equity,0.01,1.27,"3,971,600.00","5,024,923.98","5,024,923.98",Industrials,"6,205,133.00",SG1H97877952,Singapore Exchange,Singapore,USD,SGD,1.35
N21,NOBLE GROUP LTD,Equity,0.01,0.20,"22,317,127.00","4,375,745.37","4,375,745.37",Industrials,B01CLC3,BMG6542T1190,Singapore Exchange,Singapore,USD,SGD,1.35
NOK,NOK CASH,Cash,0.01,12.27,"32,643,075.00","4,006,170.06","4,006,170.06",Cash and/or Derivatives,--,--,--,Norway,USD,NOK,8.15
SEK,SEK CASH,Cash,0.01,12.24,"27,379,418.00","3,351,172.94","3,351,172.94",Cash and/or Derivatives,--,--,--,Sweden,USD,SEK,8.17
UBFUT,CASH COLLATERAL AUD UBFUT,Cash Collateral and Margins,0.01,74.37,"4,350,000.00","3,235,312.50","3,235,312.50",Cash and/or Derivatives,--,--,--,Australia,USD,AUD,1.34
RY4C,RYANAIR HOLDINGS PLC,Equity,0.00,15.60,"173,066.00","2,699,001.22","2,699,001.22",Industrials,BYTBXV3,IE00BYTBXV33,Irish Stock Exchange - All Market,Ireland,USD,EUR,0.88
COBN,COBHAM RIGHTS PLC,Equity,0.00,0.77,"2,740,095.00","2,101,261.03","5,637,720.86",Industrials,BZBVN52,GB00BZBVN521,London Stock Exchange,United Kingdom,USD,GBP,0.69
ABE.D,ABERTIS RIGHTS SA,Equity,0.00,0.77,"2,615,700.00","2,014,439.50","2,014,439.50",Industrials,BYT15M8,ES06118459L2,Bolsa De Madrid,Spain,USD,EUR,0.88
ILS,ILS CASH,Cash,0.00,26.03,"5,563,964.00","1,448,251.12","1,448,251.12",Cash and/or Derivatives,--,--,--,Israel,USD,ILS,3.84
POP.D,BK POPULAR RIGHTS SA,Equity,0.00,0.16,"8,670,133.00","1,423,807.07","13,904,212.53",Financials,BD4DBW4,ES06137909C2,Bolsa De Madrid,Spain,USD,EUR,0.88
FER.D,FERROVIAL RIGHTS SA,Equity,0.00,0.36,"2,404,263.00","871,343.38","871,343.38",Industrials,BD96VQ2,ES0618900973,Bolsa De Madrid,Spain,USD,EUR,0.88
NZD,NZD CASH,Cash,0.00,71.40,"389,353.00","277,998.21","277,998.21",Cash and/or Derivatives,--,--,--,New Zealand,USD,NZD,1.40
DKK,DKK CASH,Cash,0.00,15.23,"844,801.00","128,676.63","128,676.63",Cash and/or Derivatives,--,--,--,Denmark,USD,DKK,6.57
XPM6,SPI 200 JUN 16,Futures,0.00,"3,987.98",713.00,0.00,"71,085,877.19",Cash and/or Derivatives,--,--,Asx - Trade24,--,USD,AUD,1.34
TPU6,TOPIX INDEX SEP 16,Futures,0.00,12.52,"1,074.00",0.00,"134,420,232.00",Cash and/or Derivatives,--,--,Osaka Securities Exchange,--,USD,JPY,106.47
Z M6,FTSE 100 INDEX JUN 16,Futures,0.00,"9,012.78","1,738.00",0.00,"156,641,422.94",Cash and/or Derivatives,--,--,IFLL,--,USD,GBP,0.69
IWB5F3,IMMOFINANZ AG SPIN OFF LINE,Equity,0.00,0.00,"1,157,632.00",13.11,13.11,Financials,B3QZFF9,AT0000A0GYS9,NO MARKET (E.G. UNLISTED),Austria,USD,EUR,0.88
IWB423,IMMOEAST AG - SPIN OFF,Equity,0.00,0.00,"1,571,072.00",17.79,17.79,Financials,B46JKC0,AT0000A0GYT7,Wiener Boerse Ag,Austria,USD,EUR,0.88
VGM6,EURO STOXX 50 JUN 16,Futures,0.00,"3,384.07","5,926.00",0.00,"200,539,360.04",Cash and/or Derivatives,--,--,Eurex Deutschland,European Union,USD,EUR,0.88
CKL1,IRISH BANK RESOLUTION CORPORATION,Equity,0.00,0.00,"3,570,811.00",40.44,40.44,Financials,B076LH4,IE00B06H8J93,Irish Stock Exchange - All Market,Ireland,USD,EUR,0.88
